  0.0000 -3.0000  1.0000
  0.0100 -2.9391  1.0787
  0.0200 -2.8765  1.1548
  0.0300 -2.8123  1.2282
  0.0400 -2.7466  1.2989
  0.0500 -2.6795  1.3670
  0.0600 -2.6110  1.4324
  0.0700 -2.5414  1.4950
  0.0800 -2.4705  1.5549
  0.0900 -2.3987  1.6121
  0.1000 -2.3259  1.6666
  0.1100 -2.2522  1.7184
  0.1200 -2.1778  1.7674
  0.1300 -2.1026  1.8137
  0.1400 -2.0269  1.8573
  0.1500 -1.9507  1.8982
  0.1600 -1.8740  1.9364
  0.1700 -1.7971  1.9719
  0.1800 -1.7198  2.0047
  0.1900 -1.6424  2.0350
  0.2000 -1.5649  2.0626
  0.2100 -1.4874  2.0876
  0.2200 -1.4099  2.1101
  0.2300 -1.3326  2.1300
  0.2400 -1.2555  2.1475
  0.2500 -1.1787  2.1624
  0.2600 -1.1022  2.1749
  0.2700 -1.0261  2.1851
  0.2800 -0.9506  2.1928
  0.2900 -0.8756  2.1983
  0.3000 -0.8012  2.2014
  0.3100 -0.7275  2.2023
  0.3200 -0.6545  2.2010
  0.3300 -0.5824  2.1976
  0.3400 -0.5110  2.1920
  0.3500 -0.4406  2.1844
  0.3600 -0.3712  2.1748
  0.3700 -0.3027  2.1632
  0.3800 -0.2354  2.1497
  0.3900 -0.1691  2.1344
  0.4000 -0.1039  2.1172
  0.4100 -0.0400  2.0983
  0.4200  0.0228  2.0776
  0.4300  0.0842  2.0554
  0.4400  0.1444  2.0315
  0.4500  0.2032  2.0061
  0.4600  0.2607  1.9792
  0.4700  0.3167  1.9509
  0.4800  0.3714  1.9212
  0.4900  0.4246  1.8902
  0.5000  0.4763  1.8579
  0.5100  0.5265  1.8245
  0.5200  0.5752  1.7899
  0.5300  0.6224  1.7542
  0.5400  0.6680  1.7175
  0.5500  0.7121  1.6798
  0.5600  0.7546  1.6412
  0.5700  0.7955  1.6017
  0.5800  0.8348  1.5614
  0.5900  0.8725  1.5204
  0.6000  0.9085  1.4787
  0.6100  0.9430  1.4363
  0.6200  0.9759  1.3934
  0.6300  1.0071  1.3499
  0.6400  1.0367  1.3060
  0.6500  1.0647  1.2616
  0.6600  1.0911  1.2169
  0.6700  1.1159  1.1718
  0.6800  1.1391  1.1265
  0.6900  1.1607  1.0810
  0.7000  1.1808  1.0353
  0.7100  1.1992  0.9894
  0.7200  1.2161  0.9435
  0.7300  1.2315  0.8976
  0.7400  1.2454  0.8517
  0.7500  1.2577  0.8059
  0.7600  1.2686  0.7602
  0.7700  1.2780  0.7146
  0.7800  1.2859  0.6692
  0.7900  1.2924  0.6241
  0.8000  1.2975  0.5792
  0.8100  1.3012  0.5346
  0.8200  1.3036  0.4904
  0.8300  1.3046  0.4466
  0.8400  1.3043  0.4032
  0.8500  1.3027  0.3603
  0.8600  1.2999  0.3179
  0.8700  1.2958  0.2760
  0.8800  1.2905  0.2346
  0.8900  1.2841  0.1939
  0.9000  1.2765  0.1537
  0.9100  1.2678  0.1142
  0.9200  1.2580  0.0754
  0.9300  1.2471  0.0372
  0.9400  1.2353 -0.0002
  0.9500  1.2224 -0.0369
  0.9600  1.2086 -0.0728
  0.9700  1.1939 -0.1079
  0.9800  1.1783 -0.1423
  0.9900  1.1618 -0.1758
  1.0000  1.1445 -0.2085
  1.0100  1.1264 -0.2403
  1.0200  1.1076 -0.2712
  1.0300  1.0880 -0.3013
  1.0400  1.0677 -0.3305
  1.0500  1.0468 -0.3588
  1.0600  1.0253 -0.3861
  1.0700  1.0032 -0.4125
  1.0800  0.9805 -0.4380
  1.0900  0.9573 -0.4626
  1.1000  0.9336 -0.4862
  1.1100  0.9095 -0.5089
  1.1200  0.8849 -0.5306
  1.1300  0.8599 -0.5514
  1.1400  0.8346 -0.5712
  1.1500  0.8090 -0.5900
  1.1600  0.7830 -0.6079
  1.1700  0.7569 -0.6249
  1.1800  0.7304 -0.6408
  1.1900  0.7038 -0.6559
  1.2000  0.6770 -0.6700
  1.2100  0.6501 -0.6831
  1.2200  0.6230 -0.6953
  1.2300  0.5959 -0.7066
  1.2400  0.5687 -0.7169
  1.2500  0.5415 -0.7264
  1.2600  0.5143 -0.7349
  1.2700  0.4872 -0.7425
  1.2800  0.4600 -0.7493
  1.2900  0.4330 -0.7551
  1.3000  0.4061 -0.7602
  1.3100  0.3793 -0.7643
  1.3200  0.3526 -0.7676
  1.3300  0.3262 -0.7701
  1.3400  0.2999 -0.7718
  1.3500  0.2739 -0.7727
  1.3600  0.2481 -0.7728
  1.3700  0.2226 -0.7721
  1.3800  0.1973 -0.7707
  1.3900  0.1724 -0.7686
  1.4000  0.1478 -0.7657
  1.4100  0.1235 -0.7621
  1.4200  0.0996 -0.7579
  1.4300  0.0760 -0.7529
  1.4400  0.0529 -0.7474
  1.4500  0.0301 -0.7412
  1.4600  0.0078 -0.7344
  1.4700 -0.0141 -0.7270
  1.4800 -0.0355 -0.7190
  1.4900 -0.0565 -0.7104
  1.5000 -0.0770 -0.7014
  1.5100 -0.0970 -0.6918
  1.5200 -0.1166 -0.6817
  1.5300 -0.1356 -0.6712
  1.5400 -0.1541 -0.6602
  1.5500 -0.1721 -0.6487
  1.5600 -0.1896 -0.6369
  1.5700 -0.2066 -0.6246
  1.5800 -0.2230 -0.6120
  1.5900 -0.2388 -0.5990
  1.6000 -0.2541 -0.5857
  1.6100 -0.2689 -0.5721
  1.6200 -0.2831 -0.5581
  1.6300 -0.2967 -0.5439
  1.6400 -0.3098 -0.5295
  1.6500 -0.3223 -0.5148
  1.6600 -0.3342 -0.4998
  1.6700 -0.3456 -0.4847
  1.6800 -0.3564 -0.4694
  1.6900 -0.3666 -0.4539
  1.7000 -0.3763 -0.4383
  1.7100 -0.3854 -0.4226
  1.7200 -0.3939 -0.4068
  1.7300 -0.4019 -0.3908
  1.7400 -0.4093 -0.3748
  1.7500 -0.4162 -0.3588
  1.7600 -0.4225 -0.3427
  1.7700 -0.4283 -0.3266
  1.7800 -0.4336 -0.3105
  1.7900 -0.4383 -0.2944
  1.8000 -0.4425 -0.2783
  1.8100 -0.4461 -0.2623
  1.8200 -0.4493 -0.2463
  1.8300 -0.4519 -0.2304
  1.8400 -0.4541 -0.2146
  1.8500 -0.4557 -0.1989
  1.8600 -0.4569 -0.1833
  1.8700 -0.4576 -0.1678
  1.8800 -0.4578 -0.1524
  1.8900 -0.4576 -0.1373
  1.9000 -0.4569 -0.1222
  1.9100 -0.4558 -0.1074
  1.9200 -0.4542 -0.0928
