           -24.566370614359183           -24.565120614359184           -24.561370614359184           -24.555120614359183           -24.546370614359184           -24.535120614359183           -24.521370614359185           -24.505120614359182           -24.486370614359181           -24.465120614359183           -24.441370614359183           -24.415120614359182           -24.386370614359183           -24.355120614359183           -24.321370614359182           -24.285120614359183           -24.246370614359183           -24.205120614359181           -24.161370614359182           -24.115120614359185           -24.066370614359183           -24.015120614359184           -23.961370614359183           -23.905120614359184           -23.846370614359181           -23.785120614359183           -23.721370614359184           -23.655120614359184           -23.586370614359186           -23.515120614359184           -23.441370614359183           -23.365120614359185           -23.286370614359182           -23.205120614359181           -23.121370614359183           -23.035120614359183           -22.946370614359182           -22.855120614359183           -22.761370614359183           -22.665120614359182           -22.566370614359183           -22.465120614359183           -22.361370614359181           -22.255120614359182           -22.146370614359181           -22.035120614359183           -21.921370614359184           -21.805120614359183           -21.686370614359184           -21.565120614359181           -21.441370614359183           -21.315120614359181           -21.186370614359184           -21.055120614359183           -20.921370614359184           -20.785120614359183           -20.646370614359185           -20.505120614359186           -20.361370614359181           -20.215120614359183           -20.066370614359183           -19.915120614359182           -19.761370614359183           -19.605120614359180           -19.446370614359182           -19.285120614359183           -19.121370614359183           -18.955120614359181           -18.786370614359182           -18.615120614359185           -18.441370614359183           -18.265120614359184           -18.086370614359183           -17.905120614359181           -17.721370614359181           -17.535120614359183           -17.346370614359181           -17.155120614359184           -16.961370614359183           -16.765120614359184           -16.566370614359183
           -34.285313345847825           -34.284063345847827           -34.280313345847816           -34.274063345847829           -34.265313345847822           -34.254063345847825           -34.240313345847824           -34.224063345847824           -34.205313345847820           -34.184063345847818           -34.160313345847825           -34.134063345847821           -34.105313345847819           -34.074063345847819           -34.040313345847821           -34.004063345847825           -33.965313345847818           -33.924063345847820           -33.880313345847824           -33.834063345847824           -33.785313345847825           -33.734063345847822           -33.680313345847829           -33.624063345847816           -33.565313345847819           -33.504063345847825           -33.440313345847827           -33.374063345847816           -33.305313345847829           -33.234063345847822           -33.160313345847825           -33.084063345847824           -33.005313345847824           -32.924063345847820           -32.840313345847818           -32.754063345847825           -32.665313345847821           -32.574063345847819           -32.480313345847819           -32.384063345847821           -32.285313345847825           -32.184063345847818           -32.080313345847820           -31.974063345847824           -31.865313345847817           -31.754063345847825           -31.640313345847822           -31.524063345847818           -31.405313345847823           -31.284063345847819           -31.160313345847822           -31.034063345847819           -30.905313345847819           -30.774063345847818           -30.640313345847819           -30.504063345847822           -30.365313345847824           -30.224063345847824           -30.080313345847820           -29.934063345847822           -29.785313345847822           -29.634063345847817           -29.480313345847822           -29.324063345847819           -29.165313345847817           -29.004063345847822           -28.840313345847822           -28.674063345847820           -28.505313345847821           -28.334063345847824           -28.160313345847822           -27.984063345847822           -27.805313345847818           -27.624063345847819           -27.440313345847819           -27.254063345847822           -27.065313345847819           -26.874063345847823           -26.680313345847818           -26.484063345847819           -26.285313345847822
           -42.730187513018862           -42.728937513018863           -42.725187513018867           -42.718937513018865           -42.710187513018866           -42.698937513018862           -42.685187513018860           -42.668937513018861           -42.650187513018864           -42.628937513018869           -42.605187513018862           -42.578937513018865           -42.550187513018862           -42.518937513018862           -42.485187513018865           -42.448937513018862           -42.410187513018869           -42.368937513018864           -42.325187513018861           -42.278937513018860           -42.230187513018862           -42.178937513018866           -42.125187513018865           -42.068937513018867           -42.010187513018856           -41.948937513018862           -41.885187513018863           -41.818937513018867           -41.750187513018865           -41.678937513018866           -41.605187513018862           -41.528937513018860           -41.450187513018861           -41.368937513018864           -41.285187513018869           -41.198937513018862           -41.110187513018865           -41.018937513018862           -40.925187513018862           -40.828937513018865           -40.730187513018862           -40.628937513018869           -40.525187513018864           -40.418937513018861           -40.310187513018860           -40.198937513018862           -40.085187513018866           -39.968937513018858           -39.850187513018867           -39.728937513018856           -39.605187513018862           -39.478937513018856           -39.350187513018867           -39.218937513018858           -39.085187513018866           -38.948937513018862           -38.810187513018860           -38.668937513018861           -38.525187513018871           -38.378937513018869           -38.230187513018862           -38.078937513018865           -37.925187513018862           -37.768937513018862           -37.610187513018865           -37.448937513018862           -37.285187513018862           -37.118937513018864           -36.950187513018861           -36.778937513018860           -36.605187513018862           -36.428937513018866           -36.250187513018865           -36.068937513018867           -35.885187513018863           -35.698937513018862           -35.510187513018863           -35.318937513018867           -35.125187513018858           -34.928937513018866           -34.730187513018862
           -49.863675111328853           -49.862425111328854           -49.858675111328850           -49.852425111328849           -49.843675111328849           -49.832425111328853           -49.818675111328844           -49.802425111328844           -49.783675111328847           -49.762425111328845           -49.738675111328853           -49.712425111328848           -49.683675111328846           -49.652425111328846           -49.618675111328848           -49.582425111328853           -49.543675111328845           -49.502425111328847           -49.458675111328851           -49.412425111328844           -49.363675111328853           -49.312425111328849           -49.258675111328849           -49.202425111328850           -49.143675111328847           -49.082425111328853           -49.018675111328854           -48.952425111328850           -48.883675111328849           -48.812425111328849           -48.738675111328853           -48.662425111328844           -48.583675111328851           -48.502425111328847           -48.418675111328845           -48.332425111328853           -48.243675111328848           -48.152425111328846           -48.058675111328846           -47.962425111328848           -47.863675111328853           -47.762425111328845           -47.658675111328847           -47.552425111328844           -47.443675111328844           -47.332425111328853           -47.218675111328849           -47.102425111328849           -46.983675111328850           -46.862425111328847           -46.738675111328853           -46.612425111328847           -46.483675111328850           -46.352425111328841           -46.218675111328849           -46.082425111328853           -45.943675111328851           -45.802425111328851           -45.658675111328847           -45.512425111328845           -45.363675111328853           -45.212425111328841           -45.058675111328846           -44.902425111328846           -44.743675111328841           -44.582425111328853           -44.418675111328845           -44.252425111328847           -44.083675111328851           -43.912425111328851           -43.738675111328853           -43.562425111328849           -43.383675111328849           -43.202425111328843           -43.018675111328847           -42.832425111328853           -42.643675111328847           -42.452425111328850           -42.258675111328841           -42.062425111328849           -41.863675111328853
           -55.685203553729011           -55.683953553729012           -55.680203553729008           -55.673953553729014           -55.665203553729015           -55.653953553729011           -55.640203553729009           -55.623953553729010           -55.605203553729005           -55.583953553729010           -55.560203553729011           -55.533953553729006           -55.505203553729011           -55.473953553729011           -55.440203553729006           -55.403953553729011           -55.365203553729010           -55.323953553729005           -55.280203553729010           -55.233953553729009           -55.185203553729011           -55.133953553729015           -55.080203553729014           -55.023953553729008           -54.965203553729005           -54.903953553729011           -54.840203553729012           -54.773953553729008           -54.705203553729014           -54.633953553729015           -54.560203553729011           -54.483953553729009           -54.405203553729010           -54.323953553729005           -54.240203553729010           -54.153953553729011           -54.065203553729006           -53.973953553729011           -53.880203553729011           -53.783953553729006           -53.685203553729011           -53.583953553729010           -53.480203553729005           -53.373953553729010           -53.265203553729002           -53.153953553729011           -53.040203553729015           -52.923953553729007           -52.805203553729008           -52.683953553729005           -52.560203553729011           -52.433953553729005           -52.305203553729008           -52.173953553729007           -52.040203553729015           -51.903953553729011           -51.765203553729009           -51.623953553729010           -51.480203553729005           -51.333953553729010           -51.185203553729011           -51.033953553729006           -50.880203553729011           -50.723953553729004           -50.565203553729006           -50.403953553729011           -50.240203553729010           -50.073953553729005           -49.905203553729010           -49.733953553729009           -49.560203553729011           -49.383953553729015           -49.205203553729007           -49.023953553729008           -48.840203553729005           -48.653953553729011           -48.465203553729005           -48.273953553729008           -48.080203553729007           -47.883953553729015           -47.685203553729011
           -60.225630737264488           -60.224380737264489           -60.220630737264493           -60.214380737264491           -60.205630737264492           -60.194380737264488           -60.180630737264494           -60.164380737264487           -60.145630737264490           -60.124380737264495           -60.100630737264488           -60.074380737264491           -60.045630737264496           -60.014380737264496           -59.980630737264491           -59.944380737264488           -59.905630737264495           -59.864380737264490           -59.820630737264487           -59.774380737264494           -59.725630737264488           -59.674380737264492           -59.620630737264491           -59.564380737264493           -59.505630737264489           -59.444380737264488           -59.380630737264489           -59.314380737264493           -59.245630737264491           -59.174380737264492           -59.100630737264488           -59.024380737264494           -58.945630737264487           -58.864380737264490           -58.780630737264495           -58.694380737264488           -58.605630737264491           -58.514380737264496           -58.420630737264496           -58.324380737264491           -58.225630737264488           -58.124380737264495           -58.020630737264490           -57.914380737264487           -57.805630737264487           -57.694380737264488           -57.580630737264492           -57.464380737264491           -57.345630737264493           -57.224380737264489           -57.100630737264488           -56.974380737264489           -56.845630737264493           -56.714380737264491           -56.580630737264492           -56.444380737264488           -56.305630737264494           -56.164380737264487           -56.020630737264490           -55.874380737264495           -55.725630737264488           -55.574380737264491           -55.420630737264496           -55.264380737264489           -55.105630737264491           -54.944380737264488           -54.780630737264488           -54.614380737264490           -54.445630737264487           -54.274380737264494           -54.100630737264488           -53.924380737264492           -53.745630737264491           -53.564380737264493           -53.380630737264489           -53.194380737264488           -53.005630737264489           -52.814380737264493           -52.620630737264491           -52.424380737264492           -52.225630737264488
           -63.541836368619656           -63.540586368619657           -63.536836368619646           -63.530586368619659           -63.521836368619653           -63.510586368619656           -63.496836368619661           -63.480586368619655           -63.461836368619650           -63.440586368619648           -63.416836368619656           -63.390586368619665           -63.361836368619656           -63.330586368619656           -63.296836368619658           -63.260586368619656           -63.221836368619648           -63.180586368619650           -63.136836368619655           -63.090586368619661           -63.041836368619656           -62.990586368619653           -62.936836368619659           -62.880586368619653           -62.821836368619657           -62.760586368619656           -62.696836368619657           -62.630586368619653           -62.561836368619659           -62.490586368619653           -62.416836368619656           -62.340586368619661           -62.261836368619655           -62.180586368619650           -62.096836368619648           -62.010586368619656           -61.921836368619658           -61.830586368619656           -61.736836368619656           -61.640586368619658           -61.541836368619656           -61.440586368619648           -61.336836368619650           -61.230586368619655           -61.121836368619654           -61.010586368619656           -60.896836368619653           -60.780586368619659           -60.661836368619653           -60.540586368619657           -60.416836368619656           -60.290586368619657           -60.161836368619653           -60.030586368619659           -59.896836368619653           -59.760586368619656           -59.621836368619654           -59.480586368619655           -59.336836368619650           -59.190586368619648           -59.041836368619656           -58.890586368619658           -58.736836368619649           -58.580586368619649           -58.421836368619658           -58.260586368619656           -58.096836368619648           -57.930586368619650           -57.761836368619655           -57.590586368619654           -57.416836368619656           -57.240586368619653           -57.061836368619659           -56.880586368619653           -56.696836368619657           -56.510586368619656           -56.321836368619657           -56.130586368619653           -55.936836368619659           -55.740586368619653           -55.541836368619656
           -65.711410069849819           -65.710160069849820           -65.706410069849809           -65.700160069849815           -65.691410069849823           -65.680160069849819           -65.666410069849817           -65.650160069849818           -65.631410069849821           -65.610160069849812           -65.586410069849819           -65.560160069849815           -65.531410069849812           -65.500160069849812           -65.466410069849815           -65.430160069849819           -65.391410069849812           -65.350160069849821           -65.306410069849818           -65.260160069849817           -65.211410069849819           -65.160160069849823           -65.106410069849815           -65.050160069849809           -64.991410069849820           -64.930160069849819           -64.866410069849820           -64.800160069849809           -64.731410069849815           -64.660160069849823           -64.586410069849819           -64.510160069849817           -64.431410069849818           -64.350160069849821           -64.266410069849812           -64.180160069849819           -64.091410069849815           -64.000160069849812           -63.906410069849819           -63.810160069849822           -63.711410069849819           -63.610160069849819           -63.506410069849814           -63.400160069849818           -63.291410069849817           -63.180160069849819           -63.066410069849816           -62.950160069849822           -62.831410069849817           -62.710160069849813           -62.586410069849819           -62.460160069849813           -62.331410069849817           -62.200160069849815           -62.066410069849816           -61.930160069849819           -61.791410069849817           -61.650160069849818           -61.506410069849814           -61.360160069849819           -61.211410069849819           -61.060160069849815           -60.906410069849819           -60.750160069849819           -60.591410069849815           -60.430160069849819           -60.266410069849819           -60.100160069849814           -59.931410069849818           -59.760160069849817           -59.586410069849819           -59.410160069849823           -59.231410069849822           -59.050160069849809           -58.866410069849813           -58.680160069849819           -58.491410069849813           -58.300160069849824           -58.106410069849815           -57.910160069849816           -57.711410069849819
           -66.827588864439178           -66.826338864439180           -66.822588864439183           -66.816338864439174           -66.807588864439168           -66.796338864439178           -66.782588864439177           -66.766338864439177           -66.747588864439166           -66.726338864439185           -66.702588864439178           -66.676338864439188           -66.647588864439186           -66.616338864439186           -66.582588864439188           -66.546338864439178           -66.507588864439185           -66.466338864439166           -66.422588864439177           -66.376338864439177           -66.327588864439178           -66.276338864439168           -66.222588864439174           -66.166338864439183           -66.107588864439180           -66.046338864439178           -65.982588864439180           -65.916338864439183           -65.847588864439174           -65.776338864439168           -65.702588864439178           -65.626338864439177           -65.547588864439177           -65.466338864439166           -65.382588864439171           -65.296338864439178           -65.207588864439188           -65.116338864439186           -65.022588864439186           -64.926338864439188           -64.827588864439178           -64.726338864439171           -64.622588864439180           -64.516338864439177           -64.407588864439177           -64.296338864439178           -64.182588864439168           -64.066338864439174           -63.947588864439176           -63.826338864439180           -63.702588864439178           -63.576338864439180           -63.447588864439176           -63.316338864439174           -63.182588864439175           -63.046338864439178           -62.907588864439177           -62.766338864439170           -62.622588864439180           -62.476338864439178           -62.327588864439178           -62.176338864439174           -62.022588864439179           -61.866338864439172           -61.707588864439174           -61.546338864439178           -61.382588864439171           -61.216338864439180           -61.047588864439177           -60.876338864439177           -60.702588864439178           -60.526338864439175           -60.347588864439174           -60.166338864439176           -59.982588864439180           -59.796338864439178           -59.607588864439180           -59.416338864439176           -59.222588864439174           -59.026338864439175           -58.827588864439178
           -66.994560317379722           -66.993310317379724           -66.989560317379713           -66.983310317379733           -66.974560317379726           -66.963310317379722           -66.949560317379721           -66.933310317379721           -66.914560317379724           -66.893310317379729           -66.869560317379722           -66.843310317379732           -66.814560317379730           -66.783310317379730           -66.749560317379732           -66.713310317379722           -66.674560317379729           -66.633310317379724           -66.589560317379721           -66.543310317379721           -66.494560317379722           -66.443310317379726           -66.389560317379733           -66.333310317379713           -66.274560317379724           -66.213310317379722           -66.149560317379724           -66.083310317379713           -66.014560317379733           -65.943310317379726           -65.869560317379722           -65.793310317379735           -65.714560317379721           -65.633310317379724           -65.549560317379729           -65.463310317379722           -65.374560317379718           -65.283310317379730           -65.189560317379730           -65.093310317379718           -64.994560317379722           -64.893310317379729           -64.789560317379724           -64.683310317379721           -64.574560317379721           -64.463310317379722           -64.349560317379726           -64.233310317379733           -64.114560317379727           -63.993310317379724           -63.869560317379729           -63.743310317379724           -63.614560317379727           -63.483310317379718           -63.349560317379726           -63.213310317379729           -63.074560317379721           -62.933310317379721           -62.789560317379724           -62.643310317379722           -62.494560317379729           -62.343310317379718           -62.189560317379723           -62.033310317379723           -61.874560317379718           -61.713310317379722           -61.549560317379722           -61.383310317379724           -61.214560317379721           -61.043310317379721           -60.869560317379722           -60.693310317379726           -60.514560317379726           -60.333310317379720           -60.149560317379724           -59.963310317379722           -59.774560317379724           -59.583310317379727           -59.389560317379718           -59.193310317379726           -58.994560317379722
